"","gene","pLI"
"6535","WIPI1",0.0016999
"6536","FAM57A",0.25619
"6537","NPHP3",9.836e-16
"6538","SLC25A1",0.058829
"6539","LCA5",4.0606e-05
"6540","COG1",4.9379e-08
"6541","FXYD6",0.61886
"6542","TMEM168",0.0042658
"6543","VPS13B",2.5029e-45
"6544","PPWD1",3.9819e-05
"6545","BCAP31",0.43366
"6546","CALCOCO2",0.0001027
"6547","CCDC80",6.0008e-06
"6548","YES1",4.0091e-05
"6549","ABHD17B",0.25442
"6550","KLHL24",0.0016745
"6551","RHAG",0.010404
"6552","NID1",7.2197e-12
"6553","POLA2",8.7346e-07
"6554","LOXL2",3.3844e-07
"6555","SLC2A3",0.010333
"6556","FGF16",0.75107
"6557","FAM98B",0.010312
"6558","COLCA2",0.75066
"6559","KLHL23",0.0041626
"6560","NTM",0.057798
"6561","ST8SIA2",0.058099
"6562","MEAF6",0.12785
"6563","HTR4",0.024701
"6564","CDCP1",0.0001002
"6565","WNT4",0.12766
"6566","SLC35E1",0.1273
"6567","PLEKHG3",4.6804e-08
"6568","FOLR1",0.12642
"6569","EPOR",0.0101
"6570","TTYH2",9.9328e-05
"6571","EXOC7",3.2288e-07
"6572","TAX1BP1",1.2061e-07
"6573","ZC3HC1",0.00025557
"6574","NBR1",6.6564e-09
"6575","HSPBP1",0.057208
"6576","MED25",8.4174e-07
"6577","NECAP1",0.12559
"6578","UIMC1",8.2815e-07
"6579","PGM3",1.4641e-05
"6580","USP51",0.12613
"6581","CD58",0.25092
"6582","CDS1",0.00064056
"6583","PRMT2",0.0016132
"6584","ABCB9",0.00025164
"6585","T",0.024262
"6586","GATAD1",0.42971
"6587","ALG9",0.00064044
"6588","SMCR8",0.001598
"6589","CSPG5",0.056186
"6590","ACSF2",1.4241e-05
"6591","TRPC6",3.0274e-07
"6592","BMP3",0.056398
"6593","REC8",5.5411e-06
"6594","RABGEF1",0.00063083
"6595","NBEAL1",5.1093e-33
"6596","MTMR2",3.0351e-07
"6597","KCTD7",0.00063083
"6598","KIAA1715",0.00062151
"6599","NHP2L1",0.74848
"6600","SLC7A6",0.0097291
"6601","UBE2E3",0.42649
"6602","IPCEF1",0.0015595
"6603","NOL11",7.9154e-07
"6604","ATP2A3",2.247e-09
"6605","PHB2",0.0039339
"6606","CCIN",0.12403
"6607","MYD88",0.12443
"6608","LAMB2",2.5006e-19
"6609","RAI2",0.61158
"6610","PTPN21",2.2052e-12
"6611","FRMPD1",2.1898e-12
"6612","RNF213",4.9078e-55
"6613","NUDT3",0.42531
"6614","CIRH1A",7.7093e-07
"6615","TAP1",5.3431e-06
"6616","NKAIN1",0.24678
"6617","KLHL5",5.2757e-06
"6618","TCEAL4",0.74827
"6619","CD6",9.2695e-05
"6620","SEMA3D",4.0219e-08
"6621","DPY19L3",2.8534e-07
"6622","ECT2",8.0837e-10
"6623","BRDT",5.7616e-09
"6624","JTB",0.42432
"6625","PHKG2",0.0038581
"6626","DVL2",1.3576e-05
"6627","KCNF1",0.24593
"6628","P4HA2",1.9699e-06
"6629","CREB3L2",0.0015297
"6630","ACTR10",0.0015053
"6631","BEND5",0.054336
"6632","NOTCH2NL",0.60972
"6633","FRAS1",3.0802e-45
"6634","PGM5",0.00059096
"6635","SESN1",0.00059629
"6636","VPS45",5.094e-06
"6637","PELI3",0.0094922
"6638","IL2RA",0.054709
"6639","YPEL1",0.60986
"6640","CASP2",0.0015026
"6641","NTRK1",1.9568e-06
"6642","EHBP1L1",7.1163e-13
"6643","GPR162",0.0093905
"6644","TRIM36",3.415e-05
"6645","SCG3",0.0014883
"6646","TRIM44",0.053808
"6647","TMED4",0.24339
"6648","HOMER2",0.0093921
"6649","PRRX1",0.24291
"6650","TRABD",0.022862
"6651","ENPP4",0.11941
"6652","CCM2",0.0092809
"6653","HOXC13",0.42048
"6654","ANGPTL2",0.0014712
"6655","SOCS3",0.74613
"6656","VASH2",0.24217
"6657","LAT",0.0092377
"6658","GUCD1",0.24228
"6659","TOMM22",0.60847
"6660","COG7",2.5926e-07
"6661","SNX5",0.001446
"6662","PPP1R1B",0.24098
"6663","AQP9",0.24027
"6664","GLRX5",0.7456
"6665","CPT1A",5.114e-09
"6666","TBC1D9B",5.0231e-12
"6667","PRUNE",0.0091474
"6668","DENND3",1.3007e-11
"6669","HSD11B1",0.41696
"6670","PDCD1",0.41706
"6671","C12orf44",0.60623
"6672","MIA2",0.0014245
"6673","PPM1B",0.0090829
"6674","NUP35",0.022182
"6675","FAM117B",0.0090079
"6676","GHR",8.4385e-05
"6677","CDK5RAP2",4.6171e-23
"6678","GLRB",0.0014157
"6679","ZMYM1",1.317e-08
"6680","BMPER",6.5881e-07
"6681","NFE2L2",0.0035719
"6682","TCEB1",0.74421
"6683","MAP2K3",0.022009
"6684","COL8A2",0.11765
"6685","EIF6",0.2378
"6686","USP30",8.2501e-05
"6687","MKRN2",0.0088248
"6688","ZBTB24",0.00020919
"6689","ITGA8",6.0785e-13
"6690","ZNF346",0.11649
"6691","PEX1",1.0572e-14
"6692","CD44",2.4476e-07
"6693","DDX54",4.7418e-09
"6694","RHOA",0.60405
"6695","PPP3R1",0.41481
"6696","SDC3",0.41455
"6697","WDR60",4.3207e-12
"6698","ARHGEF15",1.66e-06
"6699","AFAP1",2.3828e-07
"6700","SAMD1",0.23605
"6701","MYCL",0.11551
"6702","PRPH2",0.11554
"6703","UBE2D3",0.41278
"6704","NKX2-2",0.41392
"6705","TTPAL",0.116
"6706","GOLPH3",0.23586
"6707","ALKBH8",0.00020414
"6708","PIK3C3",8.4165e-11
"6709","HPD",0.00052764
"6710","WARS2",0.050885
"6711","BTBD19",0.05075
"6712","PRELID1",0.11518
"6713","DYNLL2",0.74311
"6714","KCNG2",0.60183
"6715","TRPV6",6.1719e-07
"6716","STARD3",7.8915e-05
"6717","KCNH8",2.286e-10
"6718","PEMT",0.23456
"6719","SLCO2B1",1.1159e-05
"6720","SIDT2",2.2006e-10
"6721","ATP6V0C",0.74232
"6722","CTDSP2",0.11425
"6723","PLS1",1.1321e-05
"6724","FAM73B",2.959e-05
"6725","PRAF2",0.74236
"6726","MFAP4",0.11416
"6727","SLC35F4",0.0085933
"6728","GAPDH",0.11388
"6729","FLVCR1",0.0013127
"6730","DSCC1",0.0084752
"6731","CBX3",0.40951
"6732","RIMS4",0.23281
"6733","DFNB31",7.6538e-05
"6734","WDR92",0.008485
"6735","TRANK1",2.0096e-25
"6736","GBX1",0.40982
"6737","TRIP4",5.9901e-07
"6738","UTP6",3.113e-08
"6739","SLC13A5",0.00050598
"6740","FAM43A",0.40754
"6741","TMEM189",0.0083949
"6742","TMEM189-UBE2V1",0.0083949
"6743","CNEP1R1",0.40866
"6744","PPP1R18",0.00050298
"6745","MXD1",0.23163
"6746","EID3",0.40761
"6747","UBA52",0.59849
"6748","KRT2",0.0012882
"6749","ZNF653",0.0012866
"6750","ISL2",0.11148
"6751","SKAP2",0.0012836
"6752","KCNS1",0.11183
"6753","CA8",0.0082516
"6754","TRIP6",0.0032632
"6755","CLEC2D",0.23009
"6756","EMC2",0.003297
"6757","C12orf4",1.0655e-05
"6758","SCAND3",3.9877e-09
"6759","PICK1",0.0081806
"6760","RAB21",0.1111
"6761","FOXO6",0.40546
"6762","HSPA2",0.048648
"6763","MLST8",0.0082177
"6764","TINF2",0.0012666
"6765","BIVM",0.00018694
"6766","DRAM1",0.22771
"6767","UCHL5",0.0012557
"6768","RNF128",0.22826
"6769","OR10C1",0.73963
"6770","SUPT7L",0.048542
"6771","RECK",1.9319e-10
"6772","MLX",0.11032
"6773","SZRD1",0.59651
"6774","SDC2",0.4049
"6775","CRLF3",0.00047973
"6776","TUBGCP5",1.2275e-12
"6777","THOC6",0.00047835
"6778","PNO1",0.22652
"6779","MED30",0.40259
"6780","TCEAL3",0.73954
"6781","DNAH11",2.5389e-58
"6782","IFRD1",0.0012141
"6783","C5orf42",5.8778e-36
"6784","CPAMD8",6.9237e-23
"6785","TUBB4A",0.1091
"6786","DHRS3",0.22581
"6787","KCNK10",0.0031431
"6788","TMEM121",0.59413
"6789","BRAP",3.7512e-06
"6790","ZSCAN18",0.047469
"6791","CDCA7L",0.00017861
"6792","GUCY1B3",2.5834e-05
"6793","DHH",0.22445
"6794","DHX57",9.0569e-16
"6795","ERCC6L2",5.0596e-07
"6796","DNAH8",1.1489e-60
"6797","MTMR10",1.8913e-07
"6798","TMOD2",0.019553
"6799","CDAN1",1.1134e-12
"6800","TESC",0.10778
"6801","CA7",0.10796
"6802","LRRFIP1",0.019511
"6803","INPP5E",0.0031048
"6804","NCBP2",0.39994
"6805","VTI1B",0.10836
"6806","RABGGTB",0.007867
"6807","GORASP1",0.019543
"6808","ZBTB3",0.019277
"6809","HBS1L",1.8606e-07
"6810","TFCP2",3.5836e-06
"6811","LDB3",9.5733e-06
"6812","FAM118B",0.019345
"6813","EVX2",0.39955
"6814","LRCH4",1.3453e-06
"6815","RRBP1",2.2851e-11
"6816","PDPR",9.3527e-09
"6817","RP11-766F14.2",9.3027e-09
"6818","GPR174",0.39757
"6819","RPF2",0.046405
"6820","CENPP",0.046312
"6821","DENND1C",1.325e-06
"6822","MTX2",0.019208
"6823","MAT2B",0.046226
"6824","FOXA1",0.22227
"6825","VPS13C",7.6491e-49
"6826","ALKBH6",0.10641
"6827","GPAM",1.2373e-09
"6828","KCNK2",0.019089
"6829","SCYL1",2.5187e-08
"6830","EXTL3",2.5023e-05
"6831","CCDC168",1.2813e-06
"6832","DHX33",9.1366e-06
"6833","DYNC1I1",1.7637e-07
"6834","DDIT3",0.59066
"6835","KRT31",0.0075531
"6836","GOT1",0.0011573
"6837","CDK11B",6.4813e-05
"6838","SF3B14",0.58902
"6839","SLC30A9",4.6685e-07
"6840","WSCD1",6.3576e-05
"6841","NSMAF",7.6425e-12
"6842","SLC12A4",2.0528e-11
"6843","C2CD2",9.0642e-06
"6844","SEMA3E",8.7148e-09
"6845","SP100",2.7583e-12
"6846","MOS",0.58928
"6847","MUC1",0.018774
"6848","SLAMF6",0.018712
"6849","SASS6",1.7379e-07
"6850","AGBL5",2.3696e-08
"6851","DLX5",0.21842
"6852","WDR24",2.3533e-05
"6853","STUB1",0.018667
"6854","ETFA",0.0029217
"6855","PKP3",6.283e-05
"6856","TSPAN31",0.21925
"6857","HTR7",0.045409
"6858","DIEXF",1.2381e-06
"6859","SEPT4",0.00016597
"6860","CCNA1",0.00043117
"6861","STON2",0.00016537
"6862","SLC2A4RG",0.21856
"6863","MYO1C",1.639e-14
"6864","COX4I1",0.39416
"6865","FAM83B",6.3264e-08
"6866","HIATL1",0.00043286
"6867","LRIF1",0.00043397
"6868","ZDHHC16",0.00016495
"6869","CLK4",6.1931e-05
"6870","IDNK",0.39322
"6871","MLTK",8.4166e-09
"6872","PKHD1",1.1657e-47
"6873","TIMM17A",0.21724
"6874","COMMD9",0.39357
"6875","APCDD1",0.0073159
"6876","GPR19",0.10405
"6877","PCNXL2",1.7151e-23
"6878","RNF14",0.0011129
"6879","POU1F1",0.045046
"6880","ADCY3",1.9545e-11
"6881","SNAI1",0.21754
"6882","DARS",8.536e-06
"6883","ACKR3",0.39134
"6884","TLE2",1.643e-07
"6885","LIG3",1.439e-10
"6886","UBXN2B",0.10316
"6887","TUBGCP2",2.2003e-08
"6888","PTCHD4",0.00016171
"6889","SCMH1",8.6107e-06
"6890","TRIM66",6.9399e-12
"6891","RAB22A",0.10273
"6892","BARX1",0.58571
"6893","ADAMTS13",5.1409e-15
"6894","ZNF625",0.73415
"6895","RAB9B",0.7343
"6896","TMX4",0.044153
"6897","ZNF189",0.0010884
"6898","PHF7",0.0010828
"6899","CDCA8",0.0071651
"6900","CLUAP1",0.0004184
"6901","ARPC3",0.21578
"6902","SLC48A1",0.7342
"6903","TOP3A",5.0983e-11
"6904","ATP1B3",0.10244
"6905","RUFY1",2.1203e-08
"6906","ZNF821",0.0027859
"6907","GPSM1",2.2075e-05
"6908","VPS39",1.7834e-11
"6909","SMO",4.2771e-07
"6910","LGI4",0.0071501
"6911","SSR2",0.21478
"6912","ACTR1B",0.0010746
"6913","NHLRC2",8.3194e-06
"6914","ANKRD34C",0.21455
"6915","E2F6",0.10158
"6916","COPS7A",0.043607
"6917","LGMN",0.00040535
"6918","PAG1",0.017764
"6919","CTTNBP2NL",0.0027461
"6920","DNASE1L1",0.38833
"6921","ERBB3",1.7003e-15
"6922","RASSF5",0.043347
"6923","TLE6",3.0216e-06
"6924","WNT2",0.017811
"6925","C15orf57",0.3877
"6926","SERPINE1",0.043609
"6927","SLC16A9",0.007078
"6928","TACC2",4.819e-24
"6929","IL10RA",0.017808
"6930","CCR1",0.38775
"6931","KIAA1841",7.5851e-09
"6932","KIF20B",3.7396e-23
"6933","HS3ST2",0.10028
"6934","MICAL2",2.1766e-12
"6935","LHX4",0.017521
"6936","CASP3",0.10017
"6937","SREK1IP1",0.3871
"6938","PRSS8",0.10007
"6939","IQCA1",2.6856e-09
"6940","GAR1",0.10049
"6941","MYH2",3.6703e-23
"6942","TGM3",2.9739e-06
"6943","PPP1R21",1.3024e-10
"6944","HPSE2",0.00015083
"6945","ZNF79",0.0069622
"6946","ZGLP1",0.3868
"6947","OGDHL",9.6942e-10
"6948","CAMK1G",0.00039801
"6949","PFN1",0.73258
"6950","FOXD3",0.58216
"6951","PPIP5K1",0.0026969
"6952","PANK1",0.0026757
"6953","MB21D2",0.042673
"6954","AZI2",0.0069113
"6955","HDAC11",0.0069318
"6956","DNAH10",1.3846e-57
"6957","FGF18",0.38517
"6958","IL16",1.2449e-10
"6959","BARX2",0.21157
"6960","PODXL",0.0010333
"6961","TEC",5.3575e-08
"6962","NUP88",1.9577e-08
"6963","IPP",2.0966e-05
"6964","SPRED3",0.21151
"6965","TRADD",0.099502
"6966","FAM8A1",0.017471
"6967","SNTB1",0.0010263
"6968","OLFM3",0.0010163
"6969","TBX6",0.0068128
"6970","TTC40",1.0615e-33
"6971","IL17RD",1.053e-06
"6972","ZAR1L",0.099305
"6973","RP11-508N12.4",0.73168
"6974","MAFG",0.73176
"6975","ADAMTS12",2.4806e-17
"6976","MYO5B",3.3805e-23
"6977","CHMP1B",0.73182
"6978","BACE2",0.0067632
"6979","GPATCH1",1.5481e-11
"6980","GPI",2.8385e-06
"6981","MLK4",1.0441e-06
"6982","STRADB",0.0010128
"6983","LARP1B",1.5265e-11
"6984","DSC2",5.1749e-08
"6985","MAP4K2",1.5422e-11
"6986","PHACTR2",1.0378e-06
"6987","PHACTR4",2.8359e-06
"6988","TONSL",2.5965e-13
"6989","CCRN4L",0.042105
"6990","ZFYVE16",2.5587e-13
"6991","GDPD1",0.0026188
"6992","ATP9B",1.1822e-14
"6993","ZNF527",0.0010036
"6994","DOC2A",0.0067028
"6995","DTX1",0.00098982
"6996","ZNF48",0.0066783
"6997","GFRA2",0.097532
"6998","RNF11",0.57873
"6999","HSPA13",0.016897
"7000","WRAP53",5.3544e-05
"7001","LFNG",0.097612
"7002","NDE1",0.0066921
"7003","FAM131A",0.0066732
"7004","PRIM1",0.0009938
"7005","ZDHHC2",0.0010008
"7006","ZNF8",0.016971
"7007","ZNF8",0.016971
"7008","LAMA3",8.8349e-46
"7009","SYNJ2",8.5042e-14
"7010","CHURC1-FNTB",5.3295e-05
"7011","MTMR14",1.3607e-07
"7012","TPCN2",3.1241e-10
"7013","C5orf24",0.73025
"7014","C14orf39",2.7282e-06
"7015","SLC9A5",1.7991e-08
"7016","LNX2",7.3132e-06
"7017","TPM3",0.0066522
"7018","FAM3C",0.096904
"7019","CSF3",0.38046
"7020","FCGRT",0.041493
"7021","OTOA",3.0274e-10
"7022","CACNB2",2.6719e-06
"7023","TNNI3",0.096284
"7024","ACVRL1",0.00096719
"7025","POLD2",0.00097201
"7026","CERS1",0.096618
"7027","CFB",4.6696e-16
"7028","HPS1",1.3245e-07
"7029","CCDC121",0.72977
"7030","VARS2",5.8321e-17
"7031","DAPK3",0.0065541
"7032","PPAP2A",0.096417
"7033","KIAA1024",1.9551e-05
"7034","MRPS5",0.00036306
"7035","ZMYM6",6.2703e-13
"7036","ARL14EP",0.37864
"7037","RMDN3",5.1687e-05
"7038","BIVM-ERCC5",1.2783e-15
"7039","HRH3",0.04081
"7040","ZBTB40",1.0543e-10
"7041","SALL2",0.00013767
"7042","ALPL",0.0003636
"7043","FAM185A",0.040688
"7044","TBPL1",0.37902
"7045","SCRN1",0.002489
"7046","SLITRK2",0.0064131
"7047","TREX1",0.57528
"7048","TXNDC9",0.37701
"7049","EVA1B",0.72896
"7050","TCEAL5",0.72911
"7051","ANKS6",6.9447e-06
"7052","CPT1C",2.1926e-09
"7053","GPER1",0.57434
"7054","IFFO1",0.00013393
"7055","C9orf41",0.0024568
"7056","DNAH5",4.8607e-64
"7057","MTUS1",3.579e-11
"7058","C5",8.079e-24
"7059","STC1",0.20364
"7060","ACER2",0.040225
"7061","RIOK2",0.00013402
"7062","POU3F4",0.5746
"7063","PROSC",0.03972
"7064","ISM1",0.0062863
"7065","MUC13",0.0024356
"7066","NPHS1",2.5376e-14
"7067","OSBPL10",3.3256e-07
"7068","STOML2",0.0024144
"7069","TMEM246",0.093873
"7070","UBAC2",0.0062623
"7071","PTPRQ",4.2188e-21
"7072","ARL1",0.093716
"7073","TTLL4",5.6814e-13
"7074","HABP4",0.0062064
"7075","ATXN10",0.00034514
"7076","TRAPPC13",0.0024066
"7077","PSME2",0.015838
"7078","PLEKHA3",0.015972
"7079","TBC1D8",5.5998e-13
"7080","KCTD2",0.20119
"7081","FAM63B",1.7641e-05
"7082","MUSK",4.2474e-08
"7083","KMO",4.7825e-05
"7084","RUNDC1",0.0023691
"7085","SIRT6",0.039119
"7086","GNB4",0.0023672
"7087","SKP1",0.37294
"7088","NACA",4.7299e-05
"7089","SPATA20",1.9878e-09
"7090","CD226",0.03921
"7091","PBDC1",0.57162
"7092","DEAF1",0.00034113
"7093","ATF6",3.2333e-07
"7094","PRSS56",0.00034082
"7095","GLRA3",1.7764e-05
"7096","PTPRR",8.7415e-07
"7097","BMP5",0.00090084
"7098","GPT2",0.00034046
"7099","FAM78A",0.37254
"7100","JAM2",0.006155
"7101","CLMN",1.5344e-08
"7102","BTF3L4",0.57136
"7103","MED24",3.3214e-11
"7104","PCBP4",0.0023713
"7105","SAV1",0.00090373
"7106","FAM189A1",0.039333
"7107","FILIP1",2.5711e-10
"7108","PALMD",0.00033855
"7109","MSH5",3.2035e-11
"7110","GABRA3",0.038786
"7111","HTR1A",0.19956
"7112","UBE2W",0.092355
"7113","SLC5A12",8.5695e-07
"7114","PDE1C",5.3913e-09
"7115","HMX1",0.72623
"7116","TBC1D1",1.8584e-13
"7117","RRM2B",0.002357
"7118","MFSD4",0.0023547
"7119","SAR1A",0.37178
"7120","HOXA2",0.19917
"7121","NDC80",1.1423e-07
"7122","INTS4",1.1349e-11
"7123","TPK1",0.09146
"7124","KCNIP2",0.015425
"7125","MIOS",1.8944e-09
"7126","IFNGR1",0.015503
"7127","AFG3L2",5.2511e-09
"7128","ATF6B",3.1036e-07
"7129","BEND7",0.0060711
"7130","TRIM35",0.00087781
"7131","GPD1L",0.038201
"7132","STMN4",0.090756
"7133","CPSF3",3.0292e-07
"7134","GNA15",0.0059721
"7135","TBC1D2B",1.438e-08
"7136","ENTPD5",4.554e-05
"7137","THPO",0.19714
"7138","KATNA1",1.6782e-05
"7139","BORA",0.00032563
"7140","SLC9A3R2",0.038353
"7141","FBXO9",0.00012166
"7142","GPR63",0.19747
"7143","PCYT2",0.0008643
"7144","SBK1",0.36812
"7145","WDR96",1.3459e-22
"7146","SLC27A4",4.4885e-05
"7147","GJD2",0.19681
"7148","UBE2B",0.19663
"7149","TRPC3",1.0806e-07
"7150","CARF",8.0424e-07
"7151","SIGLEC6",0.0058774
"7152","SIKE1",0.19572
"7153","TMBIM6",0.015024
"7154","REEP3",0.015097
"7155","DGKQ",1.7603e-09
"7156","NCOA4",2.2037e-06
"7157","NT5C3A",0.015053
"7158","ADAMTS5",8.0325e-07
"7159","KCNIP3",0.037604
"7160","MSMO1",0.089971
"7161","RP1",4.415e-13
"7162","SFN",0.36544
"7163","EBF4",0.0003154
"7164","TAL1",0.5659
"7165","C14orf80",0.014935
"7166","ARHGEF28",8.1044e-21
"7167","MYO1D",1.2784e-12
"7168","B4GALT1",0.037435
"7169","PAWR",0.089515
"7170","NT5C2",2.1385e-06
"7171","SLC39A4",0.00031401
"7172","GOPC",0.00084252
"7173","POU3F1",0.56469
"7174","DNAJB9",0.36507
"7175","IGSF9",3.4386e-12
"7176","PAQR5",0.037162
"7177","HERC5",7.6848e-11
"7178","C2CD5",9.7333e-12
"7179","ZNF174",0.014823
"7180","NIP7",0.36417
"7181","IMPDH1",5.7762e-06
"7182","SCAMP3",0.0021904
"7183","PAK6",4.3077e-05
"7184","TRAIP",1.5879e-05
"7185","FAM110B",0.36414
"7186","CAPN1",5.8554e-10
"7187","ITGB5",9.8905e-08
"7188","DAZAP2",0.36369
"7189","ZNF613",0.00081785
"7190","LIFR",1.4888e-13
"7191","ANKRD32",5.8495e-10
"7192","PCDHGB7",1.5509e-05
"7193","TPRA1",0.014654
"7194","NYAP2",0.00030753
"7195","ST6GAL2",0.005662
"7196","IL12RB2",1.6212e-09
"7197","MAST2",1.7079e-19
"7198","ORC3",1.617e-09
"7199","AC069368.3",0.036709
"7200","SNTA1",0.0056417
"7201","CPNE9",3.4898e-08
"7202","TACC3",2.7082e-07
"7203","ISG20L2",0.087751
"7204","CEP85L",4.5367e-09
"7205","ANGEL2",5.565e-06
"7206","CYTIP",0.0021191
"7207","TOMM34",0.014459
"7208","IFT88",7.1224e-11
"7209","SCN9A",4.7524e-19
"7210","PRAM1",0.0003004
"7211","ZNF280B",0.036302
"7212","DGKE",5.4906e-06
"7213","PGBD5",0.0021166
"7214","SLAMF7",0.03635
"7215","GSTT2B",0.72219
"7216","LNX1",2.0033e-06
"7217","RAB43",0.56224
"7218","RNASEK-C17orf49",0.19065
"7219","GPR12",0.36177
"7220","CD4",0.00078914
"7221","SPSB3",0.036104
"7222","ADAMTS14",4.7565e-14
"7223","ID3",0.72177
"7224","CEACAM1",0.00078816
"7225","POLR2I",0.36015
"7226","KLHL1",7.1907e-07
"7227","ZNF740",0.18968
"7228","B2M",0.56167
"7229","KLF2",0.56044
"7230","HTR1B",0.18947
"7231","JDP2",0.35921
"7232","RASA3",1.9114e-10
"7233","ZNF850",0.72103
"7234","EIF2AK1",7.0148e-07
"7235","ROBO3",1.9977e-15
"7236","ADAMTS4",1.9501e-06
"7237","CROCC",1.2656e-24
"7238","ATM",5.5884e-47
"7239","PROB1",0.0054944
"7240","WNT7A",0.035773
"7241","TOR4A",0.56079
"7242","CD28",0.35779
"7243","GMIP",1.8778e-10
"7244","ASAP3",8.33e-12
"7245","LEPROTL1",0.72072
"7246","LLGL2",2.8797e-12
"7247","MUC22",0.014047
"7248","RBL1",2.9339e-12
"7249","TUFT1",0.00010612
"7250","CALU",0.014005
"7251","IDH3G",0.085247
"7252","IL23A",0.35806
"7253","TMED8",0.085258
"7254","AWAT2",0.18858
"7255","DCLRE1C",2.4874e-07
"7256","ITK",3.1402e-08
"7257","MSANTD4",0.013981
"7258","DNAJC17",0.0020308
"7259","EPHA8",1.834e-10
"7260","BCL2",0.55903
"7261","TCF7",0.0053732
"7262","ZFP1",0.013918
"7263","SLC36A3",0.0020296
"7264","COG4",3.9748e-09
"7265","PLK3",1.8504e-06
"7266","THEMIS2",0.0020207
"7267","RRAGA",0.3557
"7268","NUF2",3.8169e-05
"7269","SLC45A4",0.00010424
"7270","NAALADL2",8.7292e-08
"7271","ZNF703",0.35636
"7272","PTDSS2",1.3906e-05
"7273","BCL7B",0.18519
"7274","CRHR1",3.7856e-05
"7275","TRIOBP",2.0161e-28
"7276","ILK",3.7887e-05
"7277","ALDH4A1",1.3725e-05
"7278","ANXA6",1.0804e-08
"7279","HPS6",0.00027656
"7280","PPIA",0.55734
"7281","RELL2",0.084083
"7282","LPAR1",0.18603
"7283","DNAJA4",0.0020027
"7284","LRFN2",0.013743
"7285","DLK1",0.034576
"7286","GPR123",0.013687
"7287","LTA4H",2.9568e-08
"7288","FUT9",0.08318
"7289","AVPR2",0.55589
"7290","STK17B",0.013619
"7291","RGSL1",2.0941e-11
"7292","ADPGK",0.0052215
"7293","AMER2",0.083487
"7294","TMTC1",1.329e-09
"7295","GRIN2C",2.3053e-07
"7296","MYO18B",1.0329e-31
"7297","TAGLN3",0.18493
"7298","ELK3",0.083508
"7299","DYNLT3",0.71894
"7300","ESRP2",2.3333e-07
"7301","SAMD14",0.00073677
"7302","MGAT2",0.034151
"7303","TUBGCP4",3.6984e-09
"7304","FASLG",0.18345
"7305","RHCG",0.00010016
"7306","ARF3",0.35273
"7307","ATPAF1",0.013464
"7308","CFL1",0.55563
"7309","L3MBTL2",1.0289e-08
"7310","ZKSCAN7",1.3415e-05
"7311","FAM46B",0.18261
"7312","PRUNE2",4.9601e-28
"7313","PAIP2",0.55414
"7314","SLC25A27",0.00026907
"7315","CILP2",8.0314e-08
"7316","DOCK6",1.2563e-26
"7317","KIAA0895L",0.0019404
"7318","MAD2L2",0.082082
"7319","OGFR",0.033874
"7320","SPEF2",3.1152e-25
"7321","CTC-273B12.7",0.71766
"7322","VSTM4",0.033816
"7323","AASDHPPT",0.033866
"7324","SERTAD4",0.033943
"7325","MTG1",0.013299
"7326","ATG4D",0.00026752
"7327","ATG3",0.00071299
"7328","TSPAN18",0.082002
"7329","SOWAHB",0.00071474
"7330","ARPC5L",0.55377
"7331","VLDLR",1.9617e-11
"7332","SHKBP1",7.8108e-08
"7333","PDHX",9.7242e-05
"7334","HOXB1",0.081766
"7335","ABCD2",4.7079e-06
"7336","CHRM2",0.18197
"7337","NDUFAF4",0.55344
"7338","SLC25A36",0.033543
"7339","MTX1",0.013271
"7340","SYBU",9.7732e-05
"7341","WDR66",2.9422e-13
"7342","IER5L",0.55377
"7343","GGA3",1.6701e-06
"7344","RAB7L1",0.18152
"7345","TOLLIP",0.081141
"7346","SLC16A14",0.013067
"7347","GADD45G",0.55259
"7348","CLNS1A",0.081436
"7349","FAM216A",0.033456
"7350","PIBF1",1.9044e-11
"7351","ADAMTS15",1.6672e-06
"7352","MIEN1",0.55257
"7353","ENSA",0.34917
"7354","IL17REL",0.0018916
"7355","KIAA0586",5.1344e-16
"7356","PFDN2",0.34971
"7357","MYLK3",5.8848e-07
"7358","SFTPB",0.00025934
"7359","PCDHGB1",9.479e-05
"7360","SPAG5",1.3955e-15
"7361","ZNF572",0.012997
"7362","NCEH1",0.012968
"7363","DNAJC21",2.1006e-07
"7364","IMPG2",2.7548e-13
"7365","GRIK1",1.1948e-09
"7366","SRSF12",0.033102
"7367","CRH",0.71614
"7368","ITGAX",1.3665e-15
"7369","KRR1",0.00069317
"7370","ZNF34",0.00068775
"7371","TMPRSS6",4.1369e-10
"7372","C10orf88",0.012888
"7373","TNFRSF19",0.032926
"7374","CLCA1",3.2791e-09
"7375","DNMBP",5.7164e-17
"7376","TMEM161B",1.2449e-05
"7377","TXNRD1",1.6062e-06
"7378","DSTN",0.55116
"7379","DPCR1",1.2265e-05
"7380","PIP4K2C",0.0018314
"7381","ARF6",0.71536
"7382","DNAH9",3.0547e-60
"7383","VPS37A",0.00067936
"7384","UGDH",0.00068341
"7385","UBA5",0.00025218
"7386","CCDC136",9.1226e-14
"7387","MORN4",0.54999
"7388","OAZ1",0.17847
"7389","FBXW4",0.00067616
"7390","NT5DC2",1.211e-05
"7391","OVGP1",0.00067299
"7392","RPL35",0.54892
"7393","WDR59",3.061e-14
"7394","FAM83G",3.3167e-05
"7395","FXN",0.34491
"7396","FBP1",0.079124
